# +--------------------------------------------------------------------+
#  Project:   Starshatter 5.0
#  File:      content.txt
#
#  Default ENGLISH / USA text
#
#  Destroyer Studios LLC
#  Copyright © 1997-2007. All Rights Reserved.
# +--------------------------------------------------------------------+

FORCOM                      = FORCOM
msn.s08.sitrep  = An illegal drug cartel backed by the Brotherhood of Iron criminal organization has set up major a distribution operation in the Solus system.  The drug of choice is a substance called 'Focus' that has become increasingly popular among students and some of the wealthier intelligensia.  Local law enforcement has been unable to stem the tide of this devastating and addictive vice.\n\nWe have information from an inside source that a major shipment is being brought in tonight.  The smugglers are using Brotherhood pirate vessels - they are lightly armored but very difficult to track and target.
msn.s08.obj     = * Disable or destroy smugglers in the Solus sector\n* Escort any civilian traffic out of the area
msn.s08.e20     = The smugglers have transferred their cargo to a landing craft.
msn.s08.e21     = Disable or destroy the landing craft before it can break orbit.
msn.s08.e22     = The landing craft has escaped with the shipment.  Your mission has failed.
msn.s08.e50     = The smugglers were destroyed before they could offload their shipment.  Mission accomplished!
msn.s08.e60     = The landing craft was destroyed before it could break orbit.  Mission complete!

msn.s09.name    = 09. Hounds and Hunters
msn.s09.desc    = An enemy destroyer squadron has broken off from the main fleet and entered the Paragon system.  Your Spectre-class Task Force must resolve this threat as quickly as possible and return to the main fleet.
msn.s09.sitrep  = An enemy destroyer squadron has broken off from the main fleet and entered the Paragon system.  Force:Command believes that this is a diversionary tactic in preparation for a major incursion elsewhere in Alliance space.  We need to resolve this threat as quickly as possible and return to the main fleet.\n\nParagon traffic control is working to route civilian vessels away from the combat zone, but make sure you verify your targets before engaging.
msn.s09.obj     = * Destroy or disable destroyer squadron Wolf\n* Protect civilian assets in Paragon system
msn.s09.e50     = The enemy destroyer squadron has been destroyed.  Mission complete!

msn.s10.name    = 10. Fiery the Angels Fell
msn.s10.desc    = The Korian Affair has reached a crisis point.  The only hope of salvaging the treaty negotiations is for Force Second Fleet to intercept the Dantari CVBG before the Korian faction has time to react.  The CV-70 Antares and her battle group will deploy in the Korius sector and force the Dantari back to the negotiating table.
msn.s10.sitrep  = The Korian Affair has reached a crisis point.  Treaty negotations have collapsed from internal conflicts between the Korian and Dantari factions.  The Dantari have broken the temporary cease fire agreement and dispatched a carrier group to the Korius Sector.\n\nThe only hope of salvaging the treaty negotiations is for Force Second Fleet to intercept the Dantari CVBG before the Korian faction has time to react.  The CV-70 Antares and her battle group will deploy in the Korius sector and force the Dantari back to the negotiating table.
msn.s10.obj     = * Remove the Dantari battle group from Korius sector\n* Protect Alliance and Korian assets in the combat zone
msn.s10.e01     = The enemy carrier has been destroyed.  Mission accomplished!
msn.s10.e02     = The enemy carrier has bugged out.  Mission accomplished!

msn.m01.name    = M1. Hawk Match
msn.m01.desc    = Four-way deathmatch with Stormhawk fighters in Borova Sector.
msn.m01.sitrep  = Four-way deathmatch with Stormhawk fighters in Borova Sector.  Each fighter has three lives.  You will be rearmed with missiles and decoys after each respawn.\n \n Good Luck!
msn.m01.obj     = * Kill or be killed!
msn.m01.e10     = HAWK WINS!
msn.m01.e20     = FALCON WINS!
msn.m01.e30     = RAPTOR WINS!
msn.m01.e40     = CONDOR WINS!

msn.m02.name    = M2. Fighter Thrash Pit
msn.m02.desc    = Multiple spaceborne fighters locked in team-vs-team action.
msn.m02.sitrep  = Get ready to rumble!  This is a team-vs-team scenario with six ships on each side. The Blue team has four Stormhawk multirole fighters and two Thunderbolt attack ships, while the Red team has four Viper interceptors and two Avenger heavy fighters.\n\nYour mission is to eliminate the opposition and protect your team mates.  All ships have three lives, so be sure to watch your back!
msn.m02.obj     = * Eliminate all enemy fighters.\n* Protect friendly strike ships.

msn.m03.name    = M3. Destroyer Duel
msn.m03.desc    = Small fleet engagement between opposing destroyer squadrons.
msn.m03.sitrep  = A rogue faction has taken command of the Clarke DETRON in the Dante sector.  Accompanying the Clarke are the Destroyer/Escort Jackson, and the Berents-class Frigates Parker and Suffolk. You are in command of DETRON 40, led by DD-351 Wraith, and supported by the Nemesis and the Frigate Bosporus.\n \n Hostile actions by Force officers will not stand.  You must drive this lesson home at all costs.  Good luck.
msn.m03.obj     = * Fleet Engagement - Engage the Destroyer Squadron led by DD-701 Clarke.\n\n* Clear Dante orbit of hostile vessels.

msn.m04.name    = M4. War Games
msn.m04.desc    = Fleet war game scenario designed for the persistent multiplayer server mode.
msn.m04.sitrep  = Welcome to the Force:Space fleet war game exercises in Janus System.   For this scenario, two equal star fleets will face off in unlimited combat.  The entire system is in bounds for this exercise.\n \n Fleet 1 (BLUE) consists of the Archon CVBG including twenty Stormhawk fighters, and Spectre-Class DESRON 43 'Shadow'.\n \n Fleet 2 (RED) includes the Titan CVBG with twenty Stormhawk fighters, and Spectre-Class DESRON 45 'Warlock'.\n \n The goal of the exercise is to destroy the enemy carrier.  The exercise will end when either the Archon or the Titan has been destroyed.
msn.m04.obj     = * Destroy enemy carrier\n* Protect ownside carrier from enemy fleet
msn.m04.e01     = ARCHON DESTROYED - RED TEAM VICTORY!
msn.m04.e07     = TITAN DESTROYED - BLUE TEAM VICTORY!

#
# CAMPAIGN MISSION TEXT - dynamic campaigns
#

c01.name        = Operation Live Fire
c01.desc        = The Third Fleet of the Terellian Alliance is participating in live fire training exercises in the Janus star system.
c01.sitrep      = \tThe Third Fleet of the Terellian Alliance Force:Space is participating in live fire training exercises in the Janus star system.  Operation Live Fire will give the fleet some much needed practice under conditions that are as close to combat reality as possible.\n\n\tThe schedule of training scenarios in this campaign has been designed to bring you up to speed on Force:Space combat operations.  The first several missions will give you some practice in fighter operations, both in space and in atmosphere.  You will also get a chance to practice some ground strike operations against static pre-planned targets.  The last few missions are designed to introduce you to the greater complexity of modern starship combat.\n\nTo begin the first mission, click the [MISSIONS] button on the left side of this screen.\n\n
c01.orders      = \t* Execute all of the training missions in this campaign.

c01.intro.e001  = Training Shuttle 'Proteus'
c01.intro.e002  = Borova Orbit
c01.intro.e003  = Task Force 3.7
c01.intro.e004  = CV-71 'Archon'
c01.intro.e005  = CA-524 'Stalwart'
c01.intro.e006  = DD/E-682 'Gerson'
c01.intro.e007  = DD/E-687 'Simmons'


c01.t01.name    = Basic Space Flight
c01.t01.obj     = Training - Practice spaceborne fighter operations.
c01.t01.sitrep  = The Third Fleet is participating in wargame exercises in the Janus system. The fleet carrier Archon has been detached to Janek orbit to practice spaceborne fighter operations.  As part of the exercise, you have been tasked with flying patrol patterns with your training instructor.
c01.t01.e01     = Please wait
c01.t01.e02     = Raise your landing gear
c01.t01.e03     = Basic controls
c01.t01.e04     = Mouse steering
c01.t01.e05     = Navigation system
c01.t01.e06     = Disengage autonav
c01.t01.e07     = Throttle and augmenter
c01.t01.e08     = Lateral thrusters
c01.t01.e09     = Return to base
c01.t01.e10     = Docking procedure

c01.t02.name    = Target Practice
c01.t02.obj     = Training - Practice spaceborne fighter operations.
c01.t02.sitrep  = The Third Fleet is participating in wargame exercises in the Janus system. The fleet carrier Archon has been detached to Janek orbit to practice spaceborne fighter operations.  As part of the exercise, you have been tasked with flying patrol patterns and destroying target drones in your sector.
c01.t02.e151    = Please wait
c01.t01.e152    = Raise your landing gear
c01.t01.e153    = Maintain formation
c01.t02.e154    = Sensor combat markers
c01.t01.e155    = Missile Combat
c01.t01.e201    = Gun Combat
c01.t01.e205    = Alpha Drones Destroyed - Proceed to next navpoint
c01.t01.e210    = All Drones Destroyed
c01.t01.e211    = Engage Vampires
c01.t01.e213    = Inbound threat evasion techniques
c01.t01.e215    = Vampires Destroyed
c01.t01.e300    = Return to base
c01.t01.e301    = Docking procedure

c01.t03.name    = Flight School
c01.t03.obj     = Training - Practice airborne fighter operations.
c01.t03.sitrep  = The Third Fleet is participating in wargame exercises in the Janus system. Your squadron, the Avengers, are on temporary detached duty to Janek Station.As part of the exercise, you have been tasked with practicing take offs and landings, flying patrol patterns and destroying target drones in your sector.
c01.t03.e200    = Please wait
c01.t03.e210    = Taking off
c01.t03.e220    = Raise your langing gear
c01.t03.e230    = Engage autonav
c01.t03.e240    = Disengage autonav
c01.t03.e250    = Airborne combat skills
c01.t03.e260    = Well done!
c01.t03.e270    = Order your wingman to head for home
c01.t03.e300    = Return to base
c01.t03.e310    = Landing procedure
c01.t03.e311    = Final approach

c01.t04.name    = Ground Strike
c01.t04.obj     = Training Strike - Destroy simulated mining operation.
c01.t04.sitrep  = The Third Fleet is participating in wargame exercises in the Janus system. Your squadron, the Stallions, are on temporary detached duty to Janek Station.  As part of the exercise, you have been tasked with destroying support facilities for a simulated mining operation.
c01.t04.e200    = Please wait
c01.t04.e210    = Taking off
c01.t04.e220    = Raise your langing gear
c01.t04.e230    = Set sensor display to HSD mode
c01.t04.e240    = Steer towards ground targets
c01.t04.e250    = Air-to-ground combat skills
c01.t04.e260    = Sort targets with your wingman
c01.t04.e270    = Engage your target
c01.t04.e300    = Engage a second target
c01.t04.e310    = Resume nav route
c01.t04.e311    = Return to base

c01.t05.name    = Training Cruise
c01.t05.obj     = Training - Practice starship fleet operations.
c01.t05.sitrep  = The Third Fleet is participating in wargame exercises in the Janus system. You will be in command of the Frigate Carlisle in Alystra sector.  After you destroy the target drones in that sector, rendevous with the Archon in Janek orbit to complete the exercise.
c01.t05.e005    = Alpha Drones Destroyed - Proceed to Janek Orbit
c01.t05.e006    = (Press Q then 3)
c01.t05.e007    = Training Mission Complete
c01.t05.e008    = Press ESC 1 to End the Mission
c01.t05.e009    = Press ESC 1 to End the Mission

c01.t06.name    = Advanced Starship Combat
c01.t06.obj     = Training - Practice advanced starship combat maneuvers.
c01.t06.sitrep  = The Third Fleet is participating in wargame exercises in the Janus system. You will be in command of the Destroyer Mahan in Dante sector. You have been tasked with finding and destroying the enemy Wolf-class starship Shannon. You have one hour to complete this exercise.  Good luck!
c01.t06.e050    = Tarkis Detected
c01.t06.e051    = Tarkis Locked

c01.t07.name    = Carrier Operations
c01.t07.obj     = Training - Practice orbital carrier operations.
c01.t07.sitrep  = The Third Fleet is participating in wargame exercises in the Janus system. The fleet carrier Archon has been detached to Alystra orbit to practice spaceborne fighter operations.



c02.name        = Operation Highland
c02.desc        = The Independent System of Solus is in danger of being destroyed by civil war.  Dantari Separatists seeking to join the Hegemony Prefecture of Renser have gained control of much of the Solus Star Fleet.  The Loyalist faction has requested military aid from the Terellian Alliance.  A Force:Space task force has been dispatched to break the blockade, evacuate Alliance citizens from Solus, and stabilize the military situation.
c02.sitrep      = \tThe Independent System of Solus has requested military assistance from Terellian Alliance Force:Command.  Dantari Separatists seeking to join the Hegemony Prefecture of Renser have gained control of much of the Solus Star Fleet and have established a blockade around the Trellis Gate.  The Loyalist forces and many Alliance civilians have been trapped on the inner planets of the system.\n\n\tForce:Intel believes that the Separatists are being backed with military support from the Prefecture of Renser, a Hegemony border system.  All Force:Space units are instructed to be on the lookout for any Hegemony involvement in this conflict.\n
c02.orders      = \t* Protect civilian and allied assets in the Independent System of Solus.\n\t* Break the Separatist blockade of the inner planets.\n\t* Apprehend or destroy military units of the Dantari Separatists.\n\t* Determine the extent of Hegemony involvement in this conflict.\n
c02.a000        = Solus Directorate Requests Aid
c02.a060        = Catching Up With You...
c02.a130        = Coup Attempt Fails
c02.a140        = Minefield A Cleared
c02.a150        = Minefield B Cleared
c02.a160        = Minefield C Cleared
c02.a170        = Minefield D Cleared
c02.a180        = Minefield E Cleared
c02.a190        = New Digs
c02.a200        = Blockade Broken
c02.a210        = \tThe Separatist blockade of the Trellis farcaster has been broken, and Phase One of Operation Highland has been successfully concluded.  The minefields in Trellis Sector have been cleared, and mobile Separatist forces patrolling the region are beginning to withdraw.\n\n\tWe are now in Phase Two of the Operation - delivering humanitarian aid and securing the inner worlds.  Force:Command has authorized emergency freight runs, and we will be escorting those civilian ships for the next few days.\n
c02.a240        = \t* Protect civilian and allied assets in the Independent System of Solus.\n\t* Support the delivery of humanitarian aid to the inner planets.\n\t* Apprehend or destroy military units of the Dantari Separatists.\n\t* Determine the extent of Hegemony involvement in this conflict.\n
c02.a260        = Harmony Station at Risk
c02.a300        = Renser Fleet Buildup
c02.a305        = \tIn response to recent setbacks to Separatist forces, the Prefecture of Renser is mobilizing their Fourth Fleet.  They are expected to reach the Solus system within 40 hours.  They claim that the fleet will be used for peace keeping operations, but with the high tensions in the area, Force:Intel believes that they will use our presence as an excuse to attack.\n\n\tForce:Command needs us to redouble our efforts to protect the civilian population and make a decisive strike against the Separatist forces before the Hegemony fleet arrives.  Clearly, we have a lot of work to do in the next 20 to 40 hours.\n
c02.a310        = Separatist Base Discovered
c02.a330        = Separatist Base Discovered
c02.a350        = Research Lab Isolated
c02.a375        = Renser Accuses Alliance
c02.a410        = Senate Resolution Passes
c02.a440        = Hegemony Task Force TF4.3
c02.a450        = \tForce:Command reports that task force TF4.3 from the Hegemony Fourth Fleet 'Manticore' has successfuly translated in system.  The task force is currently in Jalah orbit, and we expect them to remain in that sector at least until tomorrow.\n\n\tThere is still plenty of civilian traffic in the system, and several Dantari groups are still ready and willing to fight.  We need all Force:Space units to give their best effort in protecting these people and until we can restore the peace.\n
c02.a455        = \t* Protect civilian and allied assets in the Independent System of Solus.\n\t* Apprehend or destroy military units of the Dantari Separatists.\n\t* Prevent Hegemony units from striking Solusan or allied assets.\n
c02.a510        = Separatist Withdrawal to Jalah
c02.a515        = \tAll mobile Separatist forces have withdrawn from the inner planets to Jalah Sector.  We believe they plan to regroup and integrate with Hegemony TF4.3 before resuming the offensive in the Solus and Kalon Sectors.\n\n\tOur plan is to strike the Separatist forces at Jalah before they can regroup.  If we can keep them off balance in a defensive posture there, we believe they will be prevented from mounting an effective attack on Solus.\n
c02.a550        = Wolf DESRON Eliminated
c02.a555        = Kitts DESRON Eliminated
c02.a560        = Kendra DESRON Eliminated
c02.a565        = Goliath CVBG Eliminated
c02.a600        = Solus Victory
c02.a700        = Renser Invasion
c02.a701        = Why Renser?
c02.a710        = \tLoyalist and Separatist leaders have signed a cease-fire agreement and hostile action in this system is winding down.  Phase Two of Operation Highland has been successfully completed, and President Valmar has ordered us to commence Phase Three - the disarming of Renser Prefecture.\n\n\tHegemony Task Force TF4.3 has withdrawn from Solus to the Khaital Sector of the Renser System.  We have been ordered to pursue them into Renser space and eliminate their ability to project force to any of the neighboring Independent systems.\n
c02.a711        = \t* Pursue Hegemony Task Force TF4.3 into Renser space.\n\t* Eliminate Renser's ability to project force to neighboring systems.\n\t* Destroy all military units of the Task Force TF4.3.\n\t* Withdraw safely back to the Alliance base in Janus System.\n
c02.defeat      = Operation Highland Defeat
c02.victory     = Operation Highland Victory


c03.name        = Operation Shining Fortress
c03.desc        = The war begins. Hegemony forces have begun to invade the core Alliance systems.  Starfleets from Loris and Kolchev, moving through the independent systems Silessia and Haiche, have attacked key targets in the Janus and Borovan systems.  The Alliance Fourth and Fifth Fleets are fighting a defensive battle trying to halt the Hegemony advance, evacuate civilians, and form an effective counterattack.
c03.sitrep      = \tThe Terellian Alliance is facing the first true interstellar war in nearly five hundred years.  Hegemony forces have begun to invade the core Alliance systems.  Starfleets from Loris and Kolchev, moving through the independent systems Silessia and Haiche, have attacked key targets in the Janus and Borovan systems.\n\n\tForce:Space Fourth Fleet (Titan) is stationed in the Borovan system, and is deploying in a defensive posture to meet the invasion threat. Fifth Fleet (Hyperion) is divided.  Task force TF5.15 is assigned to the Janus proving grounds for training exercises.  The remainder of Fifth Fleet is spread throughout the Athenar system.
c03.orders      = \t* Protect Alliance civilians and assets in Janus and Borova.\n\t* Evacuate civilians and government personnel as necessary.\n\t* Stop the Hegemony advance until a counterattack can be mounted.\n
c03.a000        = Hegemony Forces Invade Alliance
c03.a020        = Almost Home
c03.a030        = Operation Shining Fortress
c03.a100        = Back to Borova
c03.a250        = CV-72 Titan Destroyed
c03.a310        = \tHegemony destroyers and cruisers have reduced the Titan 7th CVBG while in Borova orbit.  The fleet carrier CV-72 Titan is believed lost with all hands.  Damage from the fighting was extensive, and several other ships in the Titan battle group may have been damaged or destroyed.  A temporary strategic loss of the Borovan system seems likely at this point\n\n\tForce:Space 12th CVBG led by CV-77 Chronos is being readied in Jarnell fleet yards to take over for the Titan.  All surviving units of the Fourth Fleet are to fall back to Jarnell and regroup with the Chronos CVBG.\n
c03.a320        = Fort Talden Attacked
c03.a330        = Grand Concourse Attacked
c03.a340        = Ele'aan Diplomats Withdrawn
c03.a350        = Hegemony Invades Athenar
c03.a360        = \tHegemony forces have gained temporary control of the Borovan Capitol.  Planetary Self Defense Forces are struggling to protect civilian assets as best they can.\n\n\tThe Fourth Fleet has fallen back to Jarnell to regroup with Force:Space 12th CVBG led by CV-77 Chronos.  Fourth Fleet must be prepared to resume operations in Borova within twenty hours.\n\n\tThe Hegemony Seventh Fleet in Janus has now also invaded the Athenar system.  Force:Space Fifth Fleet has divided into two action groups in an attempt to defend both systems simultaneously.
c03.a410        = \tHegemony forces have caused considerable destruction to ground-side assets in their attack on the Borovan Capitol.  Planetary Self Defense Forces have been fighting valiantly, but they are not equipped to handle an invasion force of this strength without Force aid.\n\n\tThe Fourth Fleet must regain control of the Borovan System as soon as possible to prevent further loss of civilian lives and property.\n
c03.a450        = Down for Repairs
c03.a590        = Liberation Day
c03.a600        = Silessian Confederacy
c03.a610        = \tAlliance forces have regained control of the Borovan System and Hegemony units are retreating to Silessian space.  The Fourth Fleet  is to pursue and eliminate as much of the Hegemony force as possible.  A token force will be left behind in Borova to finish mopping up.\n\n
c03.a700        = Haiche Protectorate
c03.a710        = \tAlliance forces have regained control of the Borovan System and Hegemony units are retreating to Silessian space.  The Fourth Fleet  is to pursue and eliminate as much of the Hegemony force as possible.  A token force will be left behind in Borova to finish mopping up.\n\n
c03.a750        = Tantalus
c03.a770        = Far Horizon
c03.a830        = Brotherhood of Iron
c03.defeat      = Operation Shining Fortress Defeat
c03.victory     = Operation Shining Fortress Victory



c04.name        = Operation Firestorm
c04.desc        = The war comes to an unexpected turning point as new discoveries come to light.  Alliance war fleets continue to push into Hegemony territory as new forces are brought into the battle.
c04.sitrep      = \tA small Hegemony outpost has been detected in the Ostara system.  Force:Space Sixth Fleet (Atlas) has been tasked with eliminating this threat, as a prelude to the planned invasion of the Tarsus system. Force 9th Carrier Group (Atlas) will reduce the Hegemony fighter component, while the 14th Battle Group (Stormwind) addresses the naval component.
c04.orders      = \t* Reduce or eliminate the Hegemony presence in Ostara.\n\t* Prepare the region for a general invasion of Tarsus.\n\t* Protect Alliance assets in the area.\n
c04.a000        = Hegemony Outpost Discovered
c04.a020        = Borovan Archaelith Still Missing
c04.a030        = Technite Found on Haiche
c04.a040        = Zolon Ambassador
c04.a050        = \tThe Zolon Ambassador to the Tarsus system has offered to help mediate a settlement to end the hostilities between the Alliance and the Hegemony.  Negotiators from both sides are to meet aboard the Zolon Consular Starship in Tarsus sector under a flag of truce.\n\n\tForce:Space Sixth Fleet (Atlas) is advancing from Ostara to the Tarsus system, and is deploying in a defensive posture to support the peace initiative.  Force 14th Battle Group (Stormwind) is escorting the negotiating team to the conference while the 9th Carrier Group (Atlas) patrols the Tarsus sector.Seventh Fleet (Heracles) has now completed replenishment and repair operations in Paragon system.  Seventh fleet can be available for duty in the Loris Theater within fifty hours, should the need arise.
c04.a052        = \t* Protect Alliance negotiators in the Tarsus system.\n\t* Observe the cease-fire.\n\t* Avoid actions against Hegemony units.\n
c04.a070        = Operation Firestorm
c04.a075        = \tZolon warships acting in concert with Hegemony agents have attacked the peace conference, killing our negotiating team and destroying every member of the Zolon Consulate in Tarsus.  Force:Intel field reports indicate that the recent Hegemony attacks on Alliance territory were carried out with the intention of recovering artifacts and rare materials for use in developing a devestating new type of weapon.  The Hegemony military are working with scientists of the Zolon Empire to create a 'Quantum Disruptor' that will destroy computer systems and render all ships incapable faster-than-light travel.\n\n\tIn response to these events, the Hegemony has declared war on the Terellian Alliance. The Alliance President has authorized Force to commence OPERATION FIRESTORM: all out war with the Marakan Hegemony.\n\n\tForce:Space Sixth Fleet (Atlas) will be responsible for securing the Tarsus system, and will then proceed to the Kolchev system with all possible speed. Seventh Fleet (Heracles) is now in Silessia and will report for duty in the Loris Theater within hours to begin the northern thrust toward the key central system of Korius.
c04.a076        = \t* Secure the Tarsus System.\n\t* Be on the lookout for Zolon units in the Tarsus Theater.\n\t* Protect Alliance assets in the area.\n
c04.a090        = Strategic Directives
c04.a096        = New Job
c04.a097        = Loris Government Collapse
c04.a130        = Kolchev System
c04.a150        = Something You Need to Know
c04.a205        = \tZolon warships acting in concert with Hegemony agents have attacked the peace conference, killing our negotiating team and destroying every member of the Zolon Consulate in Tarsus.  Force:Intel field reports indicate that the recent Hegemony attacks on Alliance territory were carried out with the intention of recovering artifacts and rare materials for use in developing a devestating new type of weapon.  The Hegemony military are working with scientists of the Zolon Empire to create a 'Quantum Disruptor' that will destroy computer systems and render all ships incapable faster-than-light travel.\n\n\tIn response to these events, the Hegemony has declared war on the Terellian Alliance. The Alliance President has authorized Force to commence OPERATION FIRESTORM: all out war with the Marakan Hegemony.\n\n\tForce:Space Sixth Fleet (Atlas) is well underway in securing the Tarsus system, and will then proceed to the Kolchev system with all possible speed. Seventh Fleet (Heracles) has now arrived in the Loris Theater.  Members of the Seventh Fleet are advised to be on the lookout for renegade elements of the Brotherhood of Iron criminal organization who may be operating in that system.
c04.a206        = \t* Sixth Fleet to secure the Tarsus System.\n\t* Seventh Fleet to secure the Loris Theater.\n\t* Protect Alliance assets in the area.\n
c04.a220        = The Return of Masil Gannet
c04.a250        = Korian System
c04.a255        = \tThe Marakan Hegemony has declared war on the Terellian Alliance.  In return, the Alliance President has authorized Force to commence OPERATION FIRESTORM: all out war with the Marakan Hegemony.  The immediate goals for this campaign are to secure the vital Hegemony systems of Kolchev in the south, and Korius in the north.\n\n\tForce:Space Sixth Fleet (Atlas) has been assigned to secure the Kolchev system.  As expected, the Hegemony Third Fleet has fallen back to that area in hopes of drawing our forces into a trap.  Hegemony forces are scattered across four planetary orbits.  The northern mountains of the Lovo sector on Kolchev are home to a significant military presence, and will present a unique challenge to the Sixth Fleet.\n\n\tSeventh Fleet (Heracles) has begun the invasion of the Korian system.  There are reliable reports that the Separatist leader Masil Gannet has returned to the Korian moon Adantar and established himself as a local warlord.  Although Adantar itself is heavily armed, we do not have any good data on the strength of space forces in the Korian system.
c04.a256        = \t* Sixth Fleet to reduce military targets in the Kolchev System.\n\t* Seventh Fleet to secure the Korian System.\n\t* Apprehend or eliminate the warlord Masil Gannet.\n\t* Protect Alliance assets in the area.\n
c04.defeat      = Operation Firestorm Defeat
c04.victory     = Operation Firestorm Victory



c05.name        = Operation Nightfall
c05.desc        = Two Force:Space fleets press on through major population centers on the road to the Marakan homeworld. Civilians back home begin to question the Alliance's involvement in the war, even as shadows fall upon the climactic battle.
c05.sitrep      = \tOperation Firestorm was not the strategic success we once believed it to be. Force:Intel field agents have been unable to recover either the Borovan Archaelith or any of the illegal technite from the Korian and Kolchev systems.  We have now determined that the technite has already been shipped out of Kolchev to the Garrison system, and we believe that the Archaelith cannot be far behind.  Garrison is a major military stronghold for the Hegemony, close to the Marak system itself. We cannot estimate how long we have before the Hegemony will be able to produce a Quantum Disruptor weapon system.\n\n\tWe are therefore commencing Operation Nightfall to recover the artifacts from the Garrison system. Our first task is to gain military control of the Radix and Isham star systems. Force First Fleet will take the northern route and secure the Isham system, while Second Fleet holds their southern flank by controlling the Radix system. Our combined forces will then converge on the Garrison system as soon as they can manage it.\n
c05.orders      = \t* First Fleet: Engage military targets in the Isham system.\n\t* Second Fleet: Secure the Radix system.\n\t* Both fleets to converge on the Garrison system as soon as possible.\n
c05.a000        = Operation Nightfall
c05.a020        = Tiger Bay Colony
c05.a021        = Radix System
c05.a022        = Peace Rally
c05.a080        = Geothermal Platforms
c05.a150        = Ramek Station
c05.a190        = Ramek Station Destroyed
c05.a280        = Deadman's Alley
c05.a405        = Garrison Military Laboratory
c05.a406        = \tWe have completed operations in the Isham and Radix systems and have begun the invasion of Garrison.  The Garrison system has always been a major storehouse for the Hegemony military.  They maintain a heavily fortified military laboratory in orbit around the planet Garrison.\n\n\tFor the first phase of this invasion, Force:Space First Fleet (Orion) will be assigned to eliminate units in the Rhofar sector, while Second Fleet (Antares) deals with Hegemony forces in Korul.
c05.a407        = \t* First Fleet assigned to Rhofar Sector.\n\t* Second Fleet assigned to Korul Sector.\n\t* Reduce local defenses in preparation for assault on Garrison Military Laboratory.\n
c05.a440        = \tBoth First and Second Fleet have converged on Garrison Sector.  The Garrison system has always been a major storehouse for the Hegemony military, and this station is going to be no pushover.  The station is armored, shielded, and has as much firepower as a heavy cruiser.\n\n
c05.a441        = \t* Eliminate the Garrison Military Laboratory.\n\t* Reduce Hegemony star fleets in Garrison System.\n\t* Protect Alliance assets in the area.\n
c05.a500        = Broken Communications
c05.a590        = Garrison Laboratory Destroyed
c05.a602        = \tThe Garrison Military Laboratory has been destroyed.  However, not all of the Technite has yet been accounted for.  Force:Intel believes that the remaining stockpile has been shipped to Volante in the Trocanther System for processing.\n\n
c05.a603        = \t* Eliminate the Trocanther Biodomes.\n\t* Reduce Hegemony star fleets throughout Trocanther System.\n\t* Protect Alliance assets in the area.\n
c05.a605        = Trocanther Biodomes
c05.a660        = Blackwing Destroyed
c05.a661        = Hood Destroyed
c05.a662        = Omega Destroyed
c05.a680        = Endgame
c05.a840        = \tOperation Nightfall is coming rapidly to a conclusion.  Our contacts in the Ele'aan Fusion have informed us that the Hegemony may have taken the Archaelith back to the Marak Prime System.  Even without the Technite, they could still use the Archaelith against us in the future.\n\nTherefore, the President has asked us to take this fight all the way to Marak, to pressure the Hegemony leadership into surrendering the Archaelith and signing a non-agression pact.\n\n
c05.a841        = \t* Reduce Hegemony star fleets throughout Marakan System.\n\t* Protect Alliance assets in the area.\n
c05.a885        = This Can't Wait Any Longer...
c05.a890        = Status of Marak Prime
c05.defeat      = Operation Nightfall Defeat
c05.victory     = Operation Nightfall Victory



vox.misc.a01-01 = Glad to see you guys! Thanks for escorting us.
vox.misc.a01-02 = OK, we're ready to make the jump.
vox.misc.a01-03 = Form up and we'll go through together.
vox.misc.a01-04 = All right, we're half way there.
vox.misc.a01-05 = Next stop: Harmony Station.
vox.misc.a01-06 = Thanks for the lift.  I think we are clear now.
vox.misc.a01-07 = Looks like our pick-up is late...
vox.misc.a01-08 = Can you stick with us in case there's any trouble?
vox.misc.a01-09 = Looks like our escort is here.  Let's get going.
vox.misc.a01-10 = We were expecting some Zodiacs to pick up our cargo.
vox.misc.a01-11 = Still can't see them.  I hope everything is all right.
vox.misc.a02-01 = Mayday! Mayday! We are under attack!
vox.misc.a02-02 = Be advised, we show several high-speed contacts inbound.
vox.misc.a02-03 = Contacts are unknown configuration and presumed hostile.
vox.misc.a02-04 = We have new orders: Defend the Zolon Consular Starship.
vox.misc.a02-05 = Well, that didn't go exactly as planned...
vox.misc.a02-06 = All units: return to base.
vox.misc.a02-07 = So much for the peace conference, I guess...
vox.misc.a02-08 = All units: Stand down.
vox.misc.a02-09 = All units alert: We show several high-speed contacts inbound.
vox.misc.a02-10 = All units: Defend the Zolon Consular Starship.

vox.abort! abort!           = Abort! Abort!
vox.acknowledged            = Acknowledged
vox.affirmative             = Affirmative
vox.alpha 1                 = Alpha 1
vox.alpha 2                 = Alpha 2
vox.alpha 3                 = Alpha 3
vox.alpha 4                 = Alpha 4
vox.alpha flight            = Alpha Flight
vox.alpha leader            = Alpha Leader
vox.ares 1                  = Ares 1
vox.ares 2                  = Ares 2
vox.ares 3                  = Ares 3
vox.ares 4                  = Ares 4
vox.ares flight             = Ares Flight
vox.ares leader             = Ares Leader
vox.blade 1                 = Blade 1
vox.blade 2                 = Blade 2
vox.blade 3                 = Blade 3
vox.blade 4                 = Blade 4
vox.blade flight            = Blade Flight
